,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_192_235,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",708,green,green,poldrack-categorize,s491
stroop_192_237,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",723,red,red,poldrack-categorize,s491
stroop_192_239,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",996,blue,green,poldrack-categorize,s491
stroop_192_241,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",702,green,green,poldrack-categorize,s491
stroop_192_243,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",725,red,green,poldrack-categorize,s491
stroop_193_4,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",930,red,blue,poldrack-categorize,s492
stroop_193_6,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",996,red,red,poldrack-categorize,s492
stroop_193_8,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",601,blue,red,poldrack-categorize,s492
stroop_193_10,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",462,green,green,poldrack-categorize,s492
stroop_193_12,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",403,red,red,poldrack-categorize,s492
stroop_193_14,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",775,green,green,poldrack-categorize,s492
stroop_193_16,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",622,red,red,poldrack-categorize,s492
stroop_193_18,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",820,red,red,poldrack-categorize,s492
stroop_193_20,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",667,red,blue,poldrack-categorize,s492
stroop_193_22,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",672,green,green,poldrack-categorize,s492
stroop_193_24,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",567,blue,blue,poldrack-categorize,s492
stroop_193_26,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1007,blue,blue,poldrack-categorize,s492
stroop_193_28,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",645,red,green,poldrack-categorize,s492
stroop_193_30,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",571,blue,blue,poldrack-categorize,s492
stroop_193_32,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",546,green,red,poldrack-categorize,s492
stroop_193_34,incongruent,0.0,82.0,practice,66.0,"[66, 71, 82]",1129,red,green,poldrack-categorize,s492
stroop_193_36,congruent,0.0,71.0,practice,82.0,"[66, 71, 82]",992,green,green,poldrack-categorize,s492
stroop_193_38,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",934,blue,red,poldrack-categorize,s492
stroop_193_40,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",748,green,blue,poldrack-categorize,s492
stroop_193_42,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",851,blue,green,poldrack-categorize,s492
stroop_193_44,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",569,green,red,poldrack-categorize,s492
stroop_193_46,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",575,blue,blue,poldrack-categorize,s492
stroop_193_48,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",711,blue,green,poldrack-categorize,s492
stroop_193_50,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",686,green,blue,poldrack-categorize,s492
stroop_193_53,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",473,red,red,poldrack-categorize,s492
stroop_193_55,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",574,red,red,poldrack-categorize,s492
stroop_193_57,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",707,blue,green,poldrack-categorize,s492
stroop_193_59,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",569,blue,blue,poldrack-categorize,s492
stroop_193_61,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",481,green,blue,poldrack-categorize,s492
stroop_193_63,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",583,blue,blue,poldrack-categorize,s492
stroop_193_65,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",557,red,red,poldrack-categorize,s492
stroop_193_67,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",594,blue,green,poldrack-categorize,s492
stroop_193_69,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",615,green,green,poldrack-categorize,s492
stroop_193_71,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",526,red,red,poldrack-categorize,s492
stroop_193_73,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",565,blue,green,poldrack-categorize,s492
stroop_193_75,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",667,blue,blue,poldrack-categorize,s492
stroop_193_77,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",834,red,blue,poldrack-categorize,s492
stroop_193_79,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",760,green,blue,poldrack-categorize,s492
stroop_193_81,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",831,green,green,poldrack-categorize,s492
stroop_193_83,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",772,green,red,poldrack-categorize,s492
stroop_193_85,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1016,red,blue,poldrack-categorize,s492
stroop_193_87,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",828,green,green,poldrack-categorize,s492
stroop_193_89,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",739,green,blue,poldrack-categorize,s492
stroop_193_91,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",826,blue,red,poldrack-categorize,s492
stroop_193_93,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",480,green,red,poldrack-categorize,s492
stroop_193_95,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",903,blue,red,poldrack-categorize,s492
stroop_193_97,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",556,red,red,poldrack-categorize,s492
stroop_193_99,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",722,blue,red,poldrack-categorize,s492
stroop_193_101,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",825,red,red,poldrack-categorize,s492
stroop_193_103,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",735,red,green,poldrack-categorize,s492
stroop_193_105,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",551,red,blue,poldrack-categorize,s492
stroop_193_107,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",734,blue,green,poldrack-categorize,s492
stroop_193_109,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",932,blue,red,poldrack-categorize,s492
stroop_193_111,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",635,red,blue,poldrack-categorize,s492
stroop_193_113,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",834,green,blue,poldrack-categorize,s492
stroop_193_115,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1272,red,red,poldrack-categorize,s492
stroop_193_117,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",702,green,green,poldrack-categorize,s492
stroop_193_119,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",627,red,red,poldrack-categorize,s492
stroop_193_121,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",441,red,green,poldrack-categorize,s492
stroop_193_123,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",608,red,red,poldrack-categorize,s492
stroop_193_125,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",695,green,green,poldrack-categorize,s492
stroop_193_127,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",555,red,green,poldrack-categorize,s492
stroop_193_129,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",609,blue,blue,poldrack-categorize,s492
stroop_193_131,incongruent,0.0,66.0,test,82.0,"[66, 71, 82]",1028,blue,red,poldrack-categorize,s492
stroop_193_133,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",968,red,red,poldrack-categorize,s492
stroop_193_135,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",670,red,green,poldrack-categorize,s492
stroop_193_137,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",437,blue,blue,poldrack-categorize,s492
stroop_193_139,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",540,blue,blue,poldrack-categorize,s492
stroop_193_141,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",514,blue,red,poldrack-categorize,s492
stroop_193_143,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",472,blue,blue,poldrack-categorize,s492
stroop_193_145,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",606,green,green,poldrack-categorize,s492
stroop_193_147,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",773,green,green,poldrack-categorize,s492
stroop_193_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1020,red,blue,poldrack-categorize,s492
stroop_193_151,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",643,blue,blue,poldrack-categorize,s492
stroop_193_153,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",971,red,blue,poldrack-categorize,s492
stroop_193_155,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",561,green,blue,poldrack-categorize,s492
stroop_193_157,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",904,green,red,poldrack-categorize,s492
stroop_193_159,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",624,green,red,poldrack-categorize,s492
stroop_193_161,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",615,blue,blue,poldrack-categorize,s492
stroop_193_163,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",747,green,blue,poldrack-categorize,s492
stroop_193_165,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",803,blue,blue,poldrack-categorize,s492
stroop_193_167,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",682,red,blue,poldrack-categorize,s492
stroop_193_169,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",943,red,blue,poldrack-categorize,s492
stroop_193_171,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",741,green,blue,poldrack-categorize,s492
stroop_193_173,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1100,green,green,poldrack-categorize,s492
stroop_193_175,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1171,red,green,poldrack-categorize,s492
stroop_193_177,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",858,green,red,poldrack-categorize,s492
stroop_193_179,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",626,green,green,poldrack-categorize,s492
stroop_193_181,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",472,green,green,poldrack-categorize,s492
stroop_193_183,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",735,red,green,poldrack-categorize,s492
stroop_193_185,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",758,blue,blue,poldrack-categorize,s492
stroop_193_187,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",716,red,red,poldrack-categorize,s492
stroop_193_189,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",612,red,red,poldrack-categorize,s492
stroop_193_191,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1307,green,red,poldrack-categorize,s492
stroop_193_193,congruent,0.0,82.0,test,-1.0,"[66, 71, 82]",-1,red,red,poldrack-categorize,s492
stroop_193_195,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",550,blue,blue,poldrack-categorize,s492
stroop_193_197,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",605,blue,blue,poldrack-categorize,s492
stroop_193_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",611,green,blue,poldrack-categorize,s492
stroop_193_201,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",504,red,red,poldrack-categorize,s492
stroop_193_203,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",461,red,red,poldrack-categorize,s492
stroop_193_205,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",451,red,green,poldrack-categorize,s492
stroop_193_207,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",619,blue,green,poldrack-categorize,s492
stroop_193_209,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",480,green,green,poldrack-categorize,s492
stroop_193_211,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",662,green,red,poldrack-categorize,s492
stroop_193_213,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",541,green,red,poldrack-categorize,s492
stroop_193_215,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",708,blue,green,poldrack-categorize,s492
stroop_193_217,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",571,blue,green,poldrack-categorize,s492
stroop_193_219,congruent,0.0,71.0,test,66.0,"[66, 71, 82]",466,green,green,poldrack-categorize,s492
stroop_193_221,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",680,red,red,poldrack-categorize,s492
stroop_193_223,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",639,green,green,poldrack-categorize,s492
stroop_193_225,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",725,green,green,poldrack-categorize,s492
stroop_193_227,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",604,blue,blue,poldrack-categorize,s492
stroop_193_229,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",612,blue,red,poldrack-categorize,s492
stroop_193_231,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",603,blue,red,poldrack-categorize,s492
stroop_193_233,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",594,blue,blue,poldrack-categorize,s492
stroop_193_235,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",520,blue,green,poldrack-categorize,s492
stroop_193_237,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",704,green,green,poldrack-categorize,s492
stroop_193_239,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",966,red,green,poldrack-categorize,s492
stroop_193_241,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",781,green,green,poldrack-categorize,s492
stroop_193_243,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",644,blue,blue,poldrack-categorize,s492
stroop_194_4,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",927,green,green,poldrack-categorize,s500
stroop_194_6,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",886,blue,blue,poldrack-categorize,s500
stroop_194_8,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",810,red,blue,poldrack-categorize,s500
stroop_194_10,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",985,blue,green,poldrack-categorize,s500
stroop_194_12,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",930,red,green,poldrack-categorize,s500
stroop_194_14,incongruent,0.0,71.0,practice,82.0,"[66, 71, 82]",844,green,blue,poldrack-categorize,s500
stroop_194_16,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",800,green,green,poldrack-categorize,s500
stroop_194_18,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",673,red,red,poldrack-categorize,s500
stroop_194_20,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",734,red,red,poldrack-categorize,s500
stroop_194_22,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1069,blue,red,poldrack-categorize,s500
stroop_194_24,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",564,green,green,poldrack-categorize,s500
stroop_194_26,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",716,red,red,poldrack-categorize,s500
stroop_194_28,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",673,red,green,poldrack-categorize,s500
stroop_194_30,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",981,green,red,poldrack-categorize,s500
stroop_194_32,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",606,red,blue,poldrack-categorize,s500
stroop_194_34,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",921,blue,red,poldrack-categorize,s500
stroop_194_36,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",859,green,blue,poldrack-categorize,s500
stroop_194_38,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",854,blue,green,poldrack-categorize,s500
stroop_194_40,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",800,green,green,poldrack-categorize,s500
stroop_194_42,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",923,green,red,poldrack-categorize,s500
stroop_194_44,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",908,blue,blue,poldrack-categorize,s500
stroop_194_46,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",770,blue,blue,poldrack-categorize,s500
stroop_194_48,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",647,red,red,poldrack-categorize,s500
stroop_194_50,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1022,blue,blue,poldrack-categorize,s500
stroop_194_53,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",843,red,red,poldrack-categorize,s500
stroop_194_55,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",776,blue,blue,poldrack-categorize,s500
stroop_194_57,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",844,green,blue,poldrack-categorize,s500
stroop_194_59,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",830,blue,green,poldrack-categorize,s500
stroop_194_61,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",610,blue,blue,poldrack-categorize,s500
stroop_194_63,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1032,green,red,poldrack-categorize,s500
stroop_194_65,congruent,0.0,82.0,test,66.0,"[66, 71, 82]",1119,red,red,poldrack-categorize,s500
stroop_194_67,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",784,green,green,poldrack-categorize,s500
stroop_194_69,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",881,red,blue,poldrack-categorize,s500
stroop_194_71,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",775,green,green,poldrack-categorize,s500
stroop_194_73,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1128,blue,red,poldrack-categorize,s500
stroop_194_75,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",801,red,red,poldrack-categorize,s500
stroop_194_77,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",832,blue,blue,poldrack-categorize,s500
stroop_194_79,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",686,blue,green,poldrack-categorize,s500
stroop_194_81,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",657,blue,blue,poldrack-categorize,s500
stroop_194_83,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",505,red,blue,poldrack-categorize,s500
stroop_194_85,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",702,red,green,poldrack-categorize,s500
stroop_194_87,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",575,blue,blue,poldrack-categorize,s500
stroop_194_89,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",477,red,red,poldrack-categorize,s500
stroop_194_91,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",608,blue,green,poldrack-categorize,s500
stroop_194_93,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",539,green,blue,poldrack-categorize,s500
stroop_194_95,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1172,green,green,poldrack-categorize,s500
stroop_194_97,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",500,green,green,poldrack-categorize,s500
stroop_194_99,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",795,red,green,poldrack-categorize,s500
stroop_194_101,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",971,red,blue,poldrack-categorize,s500
stroop_194_103,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",954,blue,blue,poldrack-categorize,s500
stroop_194_105,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",844,green,green,poldrack-categorize,s500
stroop_194_107,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",593,blue,blue,poldrack-categorize,s500
stroop_194_109,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",608,red,green,poldrack-categorize,s500
stroop_194_111,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",621,blue,blue,poldrack-categorize,s500
stroop_194_113,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",535,blue,blue,poldrack-categorize,s500
stroop_194_115,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",827,green,red,poldrack-categorize,s500
stroop_194_117,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",736,green,blue,poldrack-categorize,s500
stroop_194_119,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",582,red,blue,poldrack-categorize,s500
stroop_194_121,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",717,green,green,poldrack-categorize,s500
stroop_194_123,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",506,red,red,poldrack-categorize,s500
stroop_194_125,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",595,green,green,poldrack-categorize,s500
stroop_194_127,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",620,green,blue,poldrack-categorize,s500
stroop_194_129,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",865,red,green,poldrack-categorize,s500
stroop_194_131,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",539,red,red,poldrack-categorize,s500
stroop_194_133,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",578,red,red,poldrack-categorize,s500
stroop_194_135,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1237,red,green,poldrack-categorize,s500
stroop_194_137,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",798,blue,red,poldrack-categorize,s500
stroop_194_139,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",545,blue,red,poldrack-categorize,s500
stroop_194_141,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",672,green,green,poldrack-categorize,s500
stroop_194_143,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",735,red,red,poldrack-categorize,s500
stroop_194_145,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",718,green,green,poldrack-categorize,s500
stroop_194_147,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",662,blue,blue,poldrack-categorize,s500
stroop_194_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",656,red,blue,poldrack-categorize,s500
stroop_194_151,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",969,green,green,poldrack-categorize,s500
stroop_194_153,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",787,green,blue,poldrack-categorize,s500
stroop_194_155,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",714,blue,green,poldrack-categorize,s500
stroop_194_157,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",666,blue,green,poldrack-categorize,s500
stroop_194_159,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",595,green,green,poldrack-categorize,s500
stroop_194_161,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",545,blue,blue,poldrack-categorize,s500
stroop_194_163,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",736,red,blue,poldrack-categorize,s500
stroop_194_165,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",647,green,red,poldrack-categorize,s500
